coint_pvalue_gate,entry,exit_ratio,fold_0_fees_slippage,fold_0_max_dd_pct,fold_0_max_dd_usd,fold_0_pnl,fold_0_round_trips,fold_0_sharpe,fold_0_trades,fold_0_turnover,fold_0_win_rate,fold_1_fees_slippage,fold_1_max_dd_pct,fold_1_max_dd_usd,fold_1_pnl,fold_1_round_trips,fold_1_sharpe,fold_1_trades,fold_1_turnover,fold_1_win_rate,fold_2_fees_slippage,fold_2_max_dd_pct,fold_2_max_dd_usd,fold_2_pnl,fold_2_round_trips,fold_2_sharpe,fold_2_trades,fold_2_turnover,fold_2_win_rate,fold_3_fees_slippage,fold_3_max_dd_pct,fold_3_max_dd_usd,fold_3_pnl,fold_3_round_trips,fold_3_sharpe,fold_3_trades,fold_3_turnover,fold_3_win_rate,fold_4_fees_slippage,fold_4_max_dd_pct,fold_4_max_dd_usd,fold_4_pnl,fold_4_round_trips,fold_4_sharpe,fold_4_trades,fold_4_turnover,fold_4_win_rate,half_life_max_bars,half_life_min_bars,in_sample_pnl,in_sample_sharpe,kalman_delta,kalman_obs_var,max_holding_half_lives,median_oos_sharpe,min_edge_cost_multiple,min_oos_sharpe,ofi_threshold,stop_ratio,trial_id
0.1636926504,2.8470603196,0.3233606446,1164.4103039551,1.8349600099,18349.6000988770,9523.6200000000,3,0.2321964123,12,5.9212453375,0.6666666667,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2399121094,2.9865320068,29865.3200683594,11855.9200000000,1,0.2893979294,4,2.0661023399,1.0000000000,45.2603407611,0.6012767780,82497.1000000000,0.3472795562,0.0000059022,0.0000529748,2.8431197408,0.0000000000,0.0850960953,0.0000000000,0.0127933836,1.8991954084,10
0.0862513571,2.0255174465,0.0396494980,455.6300347900,2.9476610000,29476.6100000000,-29476.6100000000,1,-1.3079606258,4,2.0104475415,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,189.8250427246,12.1705575012,121705.5750122070,-59179.7249450684,1,-0.5076135899,6,3.1125503421,0.0000000000,265.8049902344,9.2884012451,92884.0124511719,73653.5349450684,3,0.5114221060,10,4.8892797780,0.6666666667,28.6664302571,1.3607749470,-54266.9500000000,-0.1131494886,0.0002318831,0.0000000185,3.8981862424,0.0000000000,1.6866955267,-1.3079606258,,2.8936563312,11
0.1439759694,2.7762366413,0.0747328235,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499572754,8.6437824982,86437.8249816895,-83574.2500000000,1,-1.3924192079,4,2.0903130924,0.0000000000,101.2399121094,2.9865320068,29865.3200683594,11855.9200000000,1,0.2893979294,4,2.0661023399,1.0000000000,49.5340926752,1.8852262554,-71718.3300000000,-0.4012048375,0.0000014234,0.0000022105,2.6814278560,0.0000000000,0.8652636433,-1.3924192079,0.6544967768,1.8388041426,12
0.1744705978,2.9181552854,0.3315669063,1620.0402807617,3.9582970000,39582.9700000000,-12849.1900000000,4,-0.2889996028,16,7.9235520912,0.5000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,177.2198925781,0.9158880127,9158.8801269531,33850.4200000000,1,0.6309058290,4,1.8719704948,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2399121094,2.9865320068,29865.3200683594,11855.9200000000,1,0.2893979294,4,2.0661023399,1.0000000000,27.3580685211,0.8636838455,60011.4100000000,0.2568364403,0.0000237518,0.0000247266,3.7298768850,0.0000000000,0.1292006657,-0.2889996028,0.3323072299,2.0541066166,13
0.1071155762,1.0199091216,0.0471780223,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,708.7299914551,12.2247225055,122247.2250549316,15516.9800000000,5,0.1114793243,20,9.7423291641,0.4000000000,177.2700756836,3.9603734990,39603.7349902343,85611.1200000000,2,1.0493918863,8,3.3308942880,1.0000000000,56.9090784818,2.2566301766,101128.1000000000,0.2553008162,0.0000407810,0.0000001246,1.3804513068,0.0000000000,2.5943348862,0.0000000000,,2.0475692366,14
0.0973915318,1.8595481224,0.5858773932,1290.9602038574,3.9582970000,39582.9700000000,-39582.9700000000,3,-1.5723245002,12,5.9413701917,0.3333333333,253.1499865723,-0.0000000000,-0.0000000000,34659.1800000000,1,0.9909954405,4,1.8955132281,1.0000000000,177.1698461914,-0.0000000000,-0.0000000000,47930.6100000000,1,0.7937527939,4,2.0603120208,1.0000000000,632.8001037598,10.9511899939,109511.8999389649,-20786.1000000000,5,-0.1859244449,20,9.7874725321,0.4000000000,202.5297875977,0.8055545085,8055.5450854492,35597.4400000000,2,0.7972346453,8,3.8347518434,1.0000000000,52.4716112304,1.1745919638,25615.4200000000,0.0726845599,0.0001266965,0.0000001720,3.6439215182,0.7937527939,1.5321195166,-1.5723245002,0.7959338785,2.2332743203,15
0.1505092774,1.3654247579,0.4874012389,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,936.5198767090,6.2823400024,62823.4000244141,225611.0100000000,7,1.3413665518,28,13.6752166120,0.7142857143,405.0097656250,9.2884012451,92884.0124511719,2471.7500000000,4,0.0185098509,16,7.1994434607,0.2500000000,46.1536676816,2.8142864430,228082.7600000000,0.4319772331,0.0000469416,0.0000681796,3.5821042286,0.0000000000,0.7414402210,0.0000000000,,2.8201471820,16
0.1972914040,2.4292370733,0.2373343639,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,253.0999694824,9.4752350000,94752.3500000000,-94752.3500000000,2,-1.5031510906,8,3.9841179043,0.0000000000,202.5300585937,9.2884012451,92884.0124511719,-5317.7200000000,2,-0.0418288960,8,3.8632003148,0.5000000000,15.6771375090,1.9458397873,-100070.0700000000,-0.2871559621,0.0004375453,0.0000017604,2.5780667459,0.0000000000,1.5703041822,-1.5031510906,,1.7505793932,17
0.1943634640,2.1427912009,0.4635895207,885.9501416016,1.8057060000,18057.0600000001,-17294.6800000000,2,-1.0471290727,8,3.9674437502,0.5000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5498779297,3.5283624976,35283.6249755860,-34586.0500000000,1,-1.0804488426,4,1.9059349897,0.0000000000,101.2901464844,9.2884012451,92884.0124511719,-17173.6400000000,1,-0.1427071617,4,1.7970979749,0.0000000000,15.3129243650,1.2992040907,-92141.6200000000,-0.2950832306,0.0008185833,0.0000022881,3.0175799018,-0.1427071617,0.5853221954,-1.0804488426,0.4817913411,1.5096133240,18
0.1868932900,1.1445305311,0.4464584876,9162.7200811768,11.5392904885,115392.9048852539,30325.1600000000,23,0.2305958706,92,45.6384985333,0.5652173913,253.1499865723,-0.0000000000,-0.0000000000,34659.1800000000,1,0.9909954405,4,1.8955132281,1.0000000000,1417.6100085449,7.7463465132,77463.4651318359,26637.6800000000,8,0.1611935413,32,15.5800125480,0.6250000000,1923.7600476074,5.7168400000,57168.3999999999,167555.0700000000,13,0.8621543472,52,24.8228741502,0.4615384615,531.6597265625,2.0090599976,20090.5999755859,91051.3100000000,6,1.0177822485,24,10.6146144554,0.8333333333,44.9234475077,0.6572387461,255998.3900000000,0.3249285612,0.0000005116,0.0000003567,1.2633036603,0.8621543472,1.1852751251,0.1611935413,0.3778402694,2.2499592355,19
0.1566319795,2.5318342355,0.0764418054,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,202.4801660156,11.3106560059,113106.5600585938,-60280.5600000000,1,-0.6460537595,4,1.9409864577,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2399218750,2.9865320068,29865.3200683594,19983.6800000000,1,0.5150279229,4,2.0703000493,1.0000000000,39.8738488641,2.6721357359,-40296.8800000000,-0.1625169215,0.0000001969,0.0000000191,2.4897150814,0.0000000000,0.4906302486,-0.6460537595,0.2544139103,2.8729859402,20
0.1944528710,1.9207106577,0.4737994395,1923.7602807617,8.9273039963,89273.0399633789,-60137.1600000000,5,-0.6893539909,20,9.5227808223,0.4000000000,253.1499865723,-0.0000000000,-0.0000000000,34659.1800000000,1,0.9909954405,4,1.8955132281,1.0000000000,177.1698461914,-0.0000000000,-0.0000000000,47930.6100000000,1,0.7937527939,4,2.0603120208,1.0000000000,708.7050671387,9.0260775012,90260.7750122070,-812.2550549316,5,-0.0069725078,22,10.8369868154,0.4000000000,354.4148193359,9.2884012451,92884.0124511719,20063.9250549316,4,0.1560430061,14,6.7147965588,0.7500000000,49.4475213497,0.9930873682,46994.5500000000,0.0898544428,0.0000002350,0.0000020655,2.4665381084,0.1560430061,2.9660860001,-0.6893539909,,2.2612047908,21
0.1671785753,2.6018340732,0.4881204385,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2401074219,3.9359499941,39359.4999414063,-35747.8800000000,1,-1.0382814946,4,1.6740984877,0.0000000000,101.2399218750,2.9865320068,29865.3200683594,19983.6800000000,1,0.5150279229,4,2.0703000493,1.0000000000,8.5898729026,2.7842269068,-15764.2000000000,-0.1236819177,0.0000257867,0.0000041733,3.5049646119,0.0000000000,1.1454443399,-1.0382814946,0.7952214170,2.2218907449,22
0.1043461926,1.9710702776,0.5265173435,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,354.3401098633,5.6339825012,56339.8250122070,489.2100000000,3,0.0056372024,12,5.7878931290,0.6666666667,202.5299707031,9.2884012451,92884.0124511719,155.4400000000,2,0.0012680153,8,3.8163315230,0.5000000000,48.9558008844,2.4728865593,644.6500000000,0.0017489664,0.0000002225,0.0000068183,1.9668601742,0.0000000000,2.3899175482,0.0000000000,,2.1339425946,23
0.1765685844,1.8348962244,0.0675681993,455.5800878906,0.9884159912,9884.1599121094,17618.7600000000,1,0.4070470162,4,2.0035310297,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,531.5098352051,7.1022275012,71022.2750122071,32305.5400000000,4,0.3114889881,16,8.0859612101,0.2500000000,202.5300634766,7.9680000000,79680.0000000000,-19007.0900000000,2,-0.1660773261,8,3.8063563230,0.5000000000,51.8531751729,2.3609518159,30917.2100000000,0.0785393288,0.0000042442,0.0000000100,1.4167950374,0.0000000000,2.1113573078,-0.1660773261,0.7854626583,2.3121149754,24
0.1651478405,1.8482129709,0.5843906429,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,329.0802526855,7.7704599976,77704.5999755861,-17438.5400000000,3,-0.1685190073,12,5.3829209998,0.3333333333,202.4797363281,2.9865320068,29865.3200683594,29185.0000000000,2,0.6195102577,8,4.0853358880,1.0000000000,31.1880889583,2.7845941692,11746.4600000000,0.0420903029,0.0000103445,0.0000103225,3.5913587233,0.0000000000,2.1047056982,-0.1685190073,,2.9695330628,25
0.1735672038,2.1413695717,0.2348282558,455.6299768066,1.8057060000,18057.0600000001,-18057.0600000000,1,-1.0991514392,4,2.0045397681,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499450684,3.5283624976,35283.6249755860,-28178.9500000000,1,-0.7913864724,4,1.9026269593,0.0000000000,101.2901464844,9.2884012451,92884.0124511719,-17173.6400000000,1,-0.1427071617,4,1.7970979749,0.0000000000,28.3055593634,1.5713490204,-77984.3500000000,-0.2478040648,0.0000001972,0.0000008029,2.7589010608,-0.1427071617,0.3680719805,-1.0991514392,0.5472403585,1.6407677301,26
0.1087512199,2.7936024645,0.0241309325,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,101.2400390625,2.9865320068,29865.3200683594,39963.8000000000,1,0.6803481277,4,2.0806594122,1.0000000000,34.2688260411,2.5648930554,39963.8000000000,0.2770186646,0.0000701370,0.0000018884,3.4397322861,0.0000000000,2.9910308792,0.0000000000,0.1368171520,2.3749800704,27
0.0629018654,2.5060999797,0.3530280657,1290.9602038574,3.9582970000,39582.9700000000,-39582.9700000000,3,-1.5723245002,12,5.9413701917,0.3333333333,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499206543,9.3008350000,93008.3500000000,-93008.3500000000,1,-1.5464038461,4,2.0952112583,0.0000000000,202.5300585937,9.2884012451,92884.0124511719,-5317.7200000000,2,-0.0418288960,8,3.8632003148,0.5000000000,15.4839658222,1.2002060047,-162011.8800000000,-0.4561797212,0.0000003232,0.0000080259,3.5888499957,-0.0418288960,1.6932384634,-1.5723245002,0.7190590122,2.1588433978,28
0.0745052137,2.3923089007,0.1052458500,885.9500329590,4.3691910055,43691.9100549316,-43309.0100000000,2,-1.3256078735,8,3.9809038913,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5499816895,2.9634024933,29634.0249328613,-29079.8500000000,1,-0.7517804110,4,2.0620313446,0.0000000000,202.5301367188,9.2884012451,92884.0124511719,-19857.6400000000,2,-0.1586274368,8,3.8556350989,0.0000000000,56.9022770876,1.3247395812,-108023.4600000000,-0.3221732091,0.0000500259,0.0000002827,1.5978950220,-0.1586274368,1.5365209735,-1.3256078735,,1.9919734346,29
0.0869608954,2.7668374673,0.3341012940,1164.4103039551,1.8349600099,18349.6000988770,9523.6200000000,3,0.2321964123,12,5.9212453375,0.6666666667,253.1500067139,-0.0000000000,-0.0000000000,48459.5600000000,1,0.7626703931,4,1.8831476501,1.0000000000,177.1701196289,3.5316610000,35316.6100000000,-35316.6100000000,1,-1.0790891262,4,2.0482098241,0.0000000000,177.2198339844,2.5919210010,25919.2100097657,-25784.1400000000,1,-0.7417257209,4,1.8544360421,0.0000000000,101.2399121094,2.9865320068,29865.3200683594,11855.9200000000,1,0.2893979294,4,2.0661023399,1.0000000000,44.2146497016,0.5303663153,71214.6100000000,0.2315981376,0.0000007759,0.0000017021,3.1502520417,0.2321964123,1.9381350707,-1.0790891262,0.0589731461,2.6838713224,30
0.1012613975,2.1487560962,0.5952139371,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,126.5500061035,2.8385575073,28385.5750732422,-21506.7000000000,1,-0.6125183243,4,2.0581106747,0.0000000000,202.5299829102,2.9865320068,29865.3200683594,8281.6400000000,2,0.1660851092,8,3.8702794140,0.5000000000,43.2918308357,1.9749014816,-13225.0600000000,-0.0883414389,0.0004954290,0.0000000406,1.4096302429,0.0000000000,0.9377869413,-0.6125183243,0.7208864747,2.0912801490,31
0.1178133182,1.4778874234,0.3509896081,3594.2697131348,10.0901540000,100901.5400000000,-52443.9700000000,9,-0.4802056400,36,18.0282779749,0.5555555556,0.0000000000,-0.0000000000,-0.0000000000,0.0000000000,0,0.0000000000,0,0.0000000000,0.0000000000,329.0301770020,3.3535455026,33535.4550256347,-3281.6300000000,2,-0.0540365877,8,3.9280763051,1.0000000000,683.4197998047,4.6280075012,46280.0750122070,211514.2500000000,5,1.4994452604,20,9.8310108722,0.6000000000,455.7297949219,9.2884012451,92884.0124511719,39633.0600000000,5,0.2571522010,20,9.0468304004,0.6000000000,5.9840281493,0.6816458716,242185.6200000001,0.3859029173,0.0000080603,0.0000001058,2.7399105417,0.0000000000,0.5733308204,-0.4802056400,0.0859817827,2.7326880041,32
